text,label
"Le gros problème c'est qu'on s'en tape de cette histoire que le réalisateur n'a rien fait pour rendre passionnante. On n'éprouve aucune empathie pour les personnages, Robert Taylor est monolithique, Ava Gardner sous exploitée, le méchant est grotesque, l'histoire est ringarde à souhait et comme si ça ne suffisait pas on nous impose une bondieuserie finale particulièrement pénible. Alors que sauver ? De belles images, des scènes de batailles et des duels qui ne sont pas si mal. Trente ans plus tard, John Boorman tentera de transcender tout ça en tournant Excalibur, c'est quand même autre chose !",0
"Universal nous sort là un second opus tout aussi drôle que le premier , l'histoire est assez bien trouvé pour un film d'animation , même si on connait inévitablement la fin . Dans cette suite les minions font leur show ! Et pour notre plus grand bonheur . Ils n'ont même pas besoin de parler qu'ils nous font rires et nous redonnent la banane à chaque apparition à l'écran . Gru quant à lui , toujours attachant , passe tout de même au second plan , car la (les) star du film c'est bien le minion ! Les petites Margo, Édith et Agnès sont toujours aussi mignonnes , surtout Agnès danssa recherche d'une Maman. La fin est assez émouvante , sans pour autant arracher des larmes hein , le générique de fin est également rythmé par différents gags potaches des minions , mais vous ne manquerez rien si vous passez le générique . En bref , un très bon film d'animation , porté par des minions plus en forme que jamais !",1
"Une course poursuite sur les chapeaux de roue entre le commissaire Juve et le journaliste Fandor qui tentent de rattraper Fantômas, un abominable criminel, qui sèvit dans la France des annèes 60 et qui considère l’humanitè comme un spectacle de marionnettes avec lesquelles il tire les ficelles! En 1913, le grand cinèaste Louis Feuillade transposa à l'ècran les exploits du ""Prince du crime"" dans une sèrie de films qui inquiètèrent la censure de l'èpoque! De l'action, de l'humour, l'inoubliable musique de Michel Magne et une divertissante comèdie policière avec Jean Marais, la belle Mylène Demongeot et l'inquiètante voix de Fantômas alias Raymond Pellegrin! Dans le rôle du commissaire Juve, on dècouvre une nouvelle facette du talent de Louis de Funès avec tics et grimaces en pagaille! A noter que ce film culte d'Andrè Hunebelle comporte deux excellentes suites: ""Fantômas se dèchaîne"" et ""Fantômas contre Scotland Yard"", toujours avec les mêmes protagonistes et un Fantômas toujours aussi dèchaînè...",1
"On retrouve bien la sensibilité humaniste et l'humour de Kurosawa principalement dans la 1° partie. Après je ne vois pas trop l'intérêt de montrer Geere en pénitence à propos de la bombe, comme si les nouvelles générations étaient responsables des erreurs des anciens, n'ont-elles pas assez à faire avec les leurs?",0
Un soupçon au dessus des autres productions réservées au ados. Le sujet principal est ici la tolérance et il est plutôt bien traité. Les acteurs ne sont pas tous bons (loin de là) mais les situations restent amusantes et sympathiques.,0
"C'est, avec Amours Troubles, la palme du plus exceptionnel navet de ces derniers mois ... Lisez les critiques négatives des dernières pages, et je ne rajouterai qu'un exemple : quand le camion qui transporte ta voiture de course est bloqué à 50 km de l'endroit où tu es attendu pour les qualifications, afin de parvenir à temps pour ne pas etre éliminé, c'est simple, tu prends directement ton bijou de technologie, tu prends la nationale à donf, tu t'arrêtes pour faire de l'essence chez Total (si, je vous jure) et tu te qualifies en arrivant au Mans. Sans commentaires.",0
"Pour le pire et la tristesse. Déçu je dois dire, car sur la forme Ashton & Brittany sont un beau couple. Seulement le fond manque de proximité, pas de charme sur les textes et peu de motivation pour nous d'être émerveiller, rien trouver de consistant.",0
"Trop de questions sans réponses et d'un ennui mortel , à oublier très vite .",0
Une excellente adaptation de la série TV d’anthologie avec deux histoires très différentes : On se fait tous des films sur notre vie et la vie éternelle mène à la perte de l'humanité. Entrez dans la quatrième dimension. Un bon mélange de fantastique et d'horreur. De l'épouvante terrifiante dans le deuxième scénario.,1
"Oui le scénario est ridicule et sans queue ni tête. Oui les acteurs sont moyens voire médiocres. Oui le réal est une daube. Mais franchement je me suis tellement marré devant ce film que ça vaut bien 5 étoiles, c'est tout.",1
"Toute petite comédie qui ne vaut que pour son duo d'actrices, assez rigolotes. Le bon mot pour définir ce film oublié où une femme sans assurance prend sa revanche sur sa rivale riche et mesquine qui lui a piqué son mari. Un scénario de boulevard pas très original, traité sur le ton de la comédie. Sauf que c'est rarement drôle tant le scenario montre très vite ses faiblesses. Manque de méchanceté, d'échanges véritablement acerbes. Et puis les clichés sur l'adultère, l'épouse esseulée, la maîtresse machiavélique, et le mari couillon, ça ne passe plus. On a beau retrouver le talent de Meryl Streep, rien ne lui laisse ici l'espace pour exprimer la véritable pourriture de son personnage. On ne peut s’empêcher de penser au beaucoup plus réussi ""La Mort Vous Va Si Bien"" avec Streep dans un rôle similaire mais complètement déchainée face à Goldie Hawn, où l'idée de base est reprise avec bien plus de mordant et d'humour noir. Ici ce qui manque au film c'est un contenu autre que boulevardier.",0
"Film docu absolument génial, benedict cumberbatch est criant de vérité, l'histoire est très poignante et touchante, quel courage à fait preuve ce monsieur durant toute sa vie et surtout les 2 gars qui attendent leurs nobelen fait ils on découvert la trace de rayonnement thermique du big bang ce qui leurs vaux le prix nobel dans les années 60'.",1
"C'est un documentaire très riche et accessible pour les personnes qui ne sont pas de ce milieu. J'ai eu la chance d'avoir la participation de la co-réalisatrice du film, qui est inévitablement très investie dans cette démarche qui est la permaculture. A aller voir absolument !",1
"Un beau film mais qui laisse sur sa faim... Un excellent jeu d'acteur avec un bon casting mais un scénario qui fait trop d'impasses à mon avis. Les agriculteurs, les chasseurs sont laissés de côtés dans ce film dédiés aux espaces ruraux. Bref ce film est bien mais à mon avis les manques viennent du scénario. Un médecin de campagne filme bien cette transition que nous avons tous connus dans nos villages quand le médecin, celui qui avait soigné la dernière bronchite de Papy et le rhume de l'arrière petit-fils, prit sa retraite (et quand il y'a eu un remplaçant !!) Bref de l'émotion garantie par un Cluzet taillé exprès pour ce rôle et une Marianne Denicourt sublime. Allez voir ce film surtout si vous êtes de la campagne ou du monde médical !!",1
"J'ai beaucoup aimé la séduction, le jeu d'acteur. Enregistré sur la magneto, je me suis promis de le revoir prochainement....je suis certain avec encore beauoup ce plaisir !",1
"Difficile de rentrer dans ces « Mémoires de geisha » tant le début est bâclé par une mise en scène hâtive, une réalisation grossière et surtout un John Williams qui nous crève les tympans toutes les 30 secondes. Il faudra attendre une grosse demi-heure pour que Rob Marshall maîtrise enfin son propos et permette à ses actrices et acteurs de briller de tous leurs charmes. Néanmoins, malgré un certain raffinement esthétique et narratif, ces « Mémoires de geisha » nous laissent constamment un goût d'amertume tant certains choix artistiques déçoivent. Son trio chinois ne manque certes pas de séduction, mais il est incapable de cerner l'essence profonde du charme spécifiquement nippon. Quel dommage en effet de s'être senti obligé d'aligner des têtes internationalement reconnues plutôt que des actrices plus appropriées aux rôles ! Une Hitomi Kuroki aurait sûrement mieux tenu la route pour le rôle de Mameha qu'une Michelle Yeoh une fois de plus bien fade. De même, même si l'approche de la plupart des scènes ne manque pas de raffinement, elle est en totale contradiction avec le style épuré qu'imposerait la culture japonaise. Ainsi se retrouve-t-on avec ce drôle de paradoxe : celui d'un film qui, pour vanter les charmes de la geisha face à ceux de la simple courtisane, accepte au final de se prostituer pour mieux répondre aux exigences du marché américain. Un film donc qui, bien que fort convenable, ne parvient jamais a transcender l'histoire pourtant merveilleuse qu'il porte à l'écran. Vraiment décevant.",0
"Superbe film. Un petit chef d'oeuvre de la SF comme on arrive plus à en faire de nos jours. L'histoire est originale, et le tout rudement bien mené par des acteurs au top ! Mention spéciale pour la strip teaseuse bien bonnasse comme il faut :) Bref, un très bon film de SF pour une soirée divertissement, et la bande son typique des années 80 est un véritable historique de cette époque. Quel pied ce film !",1
"un bébé pas comme les autres n’est pas un très bon téléfilm de Peter Werner. Mise en scène à revoir, scénario plat et sans aucun intérêt, acteurs comme Bridget Fonda, Mary Beth Hurt ou encore Valerie Mahaffey peu convaincants dans leurs rôles etc…",0
"On n’entrevoit le talent de la jeune réalisatrice Marie Monge que lors de quelques fulgurances, dans ce premier long-métrage inabouti et à l’intérêt limité. Les montées d’adrénaline sont particulièrement bien rendues lors des scènes de casino, de courses-poursuites et… des coups de chaud en cuisine. Par ailleurs, elle a réuni en tête d’affiche un couple qui a tout pour faire des étincelles : le « prophète » Tahar Rahim et Stacey Martin, révélée dans le sulfureux Nymphomaniac. Malheureusement, ces deux acteurs ont bien de la peine à faire exister leurs personnages, mal servis par des dialogues poussifs et cantonnés à des figures archétypales : celles du margoulin empêtré dans sa fuite en avant et de la jeune fille sage qui se laisse entraîner par amour dans une situation dramatique insoluble. En plaçant son histoire dans le milieu du jeu de hasard, le film évolue dans un univers archi-visité au cinéma où le bluff est souvent le moteur de l’intrigue. Dommage qu’ici tous les rebondissements s’avèrent prévisibles, mécaniques et inintéressants. Ce manque de finesse se retrouve également au-delà du traitement de l’histoire : une photographie qui abuse des contrastes bleu-oranges, une musique utilisant de la basse lors des moments oppressants et des violons lors des moments dramatiques, disparition des personnages secondaires en cours de film… Dommage car on aurait voulu aimer ce premier film proposant quelques moments pourtant prometteurs.",0
"Film que j'ai eu une abyssale difficulté à voir étant donné que j'ai dû sauter sur la 111 222 666 333ième diffusion sur les chaînes Ciné Polar et Ciné FX, et j'aurais mieux fait de passer à côté et de ne même pas attendre la 111 222 666 334ième... C'est une intrigue, enfin si on peut appeler ce machin tarabiscoté pas du tout crédible une seule seconde une intrigue, avec le personnage de l'inspecteur Wens incarné par un fade Franck Villard, qui est très loin du talent de Pierre Fresnay dans l'excellent ""L'Assassin habite au 21"" du grand Henri-Georges Clouzot, et avec une galerie de personnages, tous mal employés sans exception. L'absence de rythme et celui de ""suspense"", terme qui a l'air d'être totalement inconnu pour les réalisateurs, achèvent de faire de ce film une œuvre plate et ennuyeuse au possible. Seule Louise Carletti grâce à sa énergie et une ou deux bonnes répliques arrivent à sauver quelques instants.",0
"Les yeux noirs. Un beau film parfaitement interprété par toute sa pléthore d'acteurs, Marcello Mastroianni en tête. Subtil, parfois surréaliste, cette comédie dramatique est très agréable. Un bol d'air frais doux et raffiné.",0
Propagande pro FLN qui ne sert qu'a exacerber le racisme anti francais On oublie trop souvent qu'une grande partie des musulmans voulaient rester francais pour preuve : l'attachement d'une grande partie d'algeriens (notament dans les villages reculés ) a conserver la culture et la langue francaise.,0
"Ce film, avec autant d'acteurs célèbres et avec un scénario si tentant, va être finalement peu intéressant et même souvent ridicule. On suit les aventures de Persée, mi homme mi Dieu, qui va défiez les Dieux justement puisque Hadès va tout tenter pour détruire les hommes qui se rebellent contre les divinités. Un scénario aux lacunes évidentes, assez niais parfois avec des acteurs peu convaincants. Bref : un Sam Worthington complètement dépassé, une escroquerie sans nom pour un film soi disant un choc entre des Titans...",0
"sur des dialogues plutôt basiques, un thriller au scénario tiré par les cheveux, accumulant les situations improbables et mal pensées! reste le plaisir de retrouver le rare H.Christensen car ce film est une gageure! même B. Willis n'a aucun éclat.",0
"Ce film n'a pas marché pourtant l'histoire est bien construite, 2 grands acteurs au casting qui se répartissent bien le scénario et le succès que méritait ce film qui n""a pas trouvé son public.Un docteur House à la fin qui vient aseptiser et cautériser tout ça.",1
"Une satyre politique qui ne m'a pas arraché un sourire , très décevant vu les critiques de la presse .",0
"""Monte-Cristo"" d'Henri Fescourt est une excellente adaptation du roman quasi éponyme d'Alexandre Dumas, datant de 1929. C'est en fait la dernière version muette, et le film avait bien failli se perdre avant que ZZ Productions ne décide de la ré-actualiser ces dernières années. C'est un événement important pour les admirateurs du roman tel que moi, ou encore pour les puristes du cinéma, que je suis également. Il va de soi que j'attendais de pied ferme cette adaptation, et je n'ai pas été déçu... Les acteurs sont formidables, vivent littéralement leur personnage, et l'histoire est respectueuse du roman. Il y a certes des concessions nécessaires pour un long-métrage, même de 3h30, mais qu'importe, quand le fond est honoré. La mise en scène est classique, la photographie superbe, les jeux de lumières fabuleux... Un pur chef-d'oeuvre.",1
"Ah ! Un bon vent frais souffle dans nos salles obscures ! On est tellement habitués au conformisme et aux sentiers balisés de ce cinéma tellement scindé par genre qu’on ne peut qu’apprécier ce ""Kick Ass"" qui se risque à une démarche aussi transversale que transgressive. Du teenage-movie au film de super-héros, en passant par la case du polar et du cinéma d’action, ""Kick Ass"" pourrait presque être assimilé à un ovni du septième art. D’ailleurs, le film n’hésite pas à piller à droite à gauche, que ce soit dans les références visuelles que dans la bande originale, mais c’est finalement de ce fourre-tout dont découle ce joyeux amalgame. Or, même si la caricature est parfois grossière et le ton un peu ringard (ça a beau être voulu, des fois ça nuit à l’immersion) ce dernier né de Matthew Vaughn est suffisamment transgressif, inspiré et décalé pour susciter le rire et le plaisir du bon défouloir. Bref, voilà un film entier, un film généreux, en somme un film fort recommandable à qui reste ouvert à ce type d’expérience.",1
"Zemeckis signe là un film de SF assez intelligent sur la recherche de vie extra-terrestre, où une passionnée du domaine reçoit enfin un signal venant d'ailleurs, avec tout ce qui va en découler. Avec un solide casting (Jodie Foster, James Woods, Matthew McConaughey, Tom Skerritt, etc...), une réalisation très professionnelle (on notera une séquence post-générique assez originale), et un scénario plutôt inédit, ""Contact"" se révèle vite prenant et propose plusieurs idées intéressantes quant au rapport entre la science et la religion, et le conflit entre les deux extrêmes. De la SF de très bonne facture.",1
"Quelle supplice de bout en bout. Une mauvaise parodie du conte, rien à retenir, mauvaises musiques, chantent faux, incohérences. Seul le l'animation est un peu belle sans être féérique, le reste est de la camelote. Ils ont fait la même chose avec Cendrillon, même si Disney avait fait un peu mieux.",0
"A la fois parodie porno et film d'horreur de la fameuse séquence d'exorcisme présent à la fin du chef-d'oeuvre de William Friedkin, ""The XXXorcist"" n'est malheureusement pas à la hauteur de mes attentes. La mise en scène fait vraiment dans l'amateurisme bas de gamme et le casting est royalement mauvais. Les scènes porno ne sont spécialement réjouissantes à visionner et la seule vraie bonne idée du script est d'inclure une scène de culs entre la fille et la mère, cette dernière étant possédée par la première d'une manière assez peu commune. Bref ce moyen-métrage ne fera pas date dans l'histoire des parodies porno !",0
"Même âgé de 32ans, E.T. reste l'un de mes films préféré. Ayant accompagné mon enfance, E.T. reste un très grand classique qu'il faut avoir vu au moins une fois dans sa vie. L’histoire est très touchante et m'a (encore) une fois joué un tour en m'arrachant une larme à la toute fin. Cette histoire propose une monté en puissance sur l'échelle de l'émotion grâce à ses nombreuses composition sonores. Avec E.T. John Williams signe l'une de ses plus belle composition musicale, à la fois simple et originale, elle accompagne à merveille le film en jouant sur nos sentiments. Je rejoins totalement Steven Spielberg lorsqu'il dit que « E.T. est comme un bon bordeaux, il s'améliore avec l'âge. » A voir et à revoir encore et encore !",1
"J'ai vu ce film à 14 ans : j'ai été choquée bien sûr, car c'est après tout l'effet principal recherché. Et sinon ? Rien. Le scénario n'est pas bien intéressant, et les acteurs non plus - excepté le personnage de la mère, particulièrement bien joué. Baser un film sur le désir de choquer les spectateurs, je n'y vois aucun intérêt - tout comme regarder un tel film : le personnage de Tracy est très loin de représenter la majorité des adolescentes de son âge, ce qui n'attire pas forcément la sympathie du public, mais en plus il n'est pas charismatique. Résultat : un film ennuyeux et sans intérêt.",0
Film inintéressant au possible. Mais le pire a été les SOURIS qui se baladaient dans la salle. Boycottons le MK2 Beaubourg jusqu'à ce qu'il soit DERATISE !,0
"Fallait bien un acteur comme Mickey Rourke pour incarner une force de la nature comme ce catcheur has been des '80s dont la vie n'est que déchéance ,accidenté de la vie , écorché vif . Marisa Tomei OMG what sexy lady et bien foutue ouais mais elle s'ne tire trés bien stripteaseuse elevant seule son enfant. on voit bien l'envers du décors mais je savais que le catch c'ets du grand spectacle meme si les ctacheurs sont de super athletes ils sont encore meilleurs pour que les boxeurs et les débiles profond de MMA . Le réalisateur pousse parfois un peu trop loin le coté je vais comme une merde sinon ce film est une claque",1
"Un film très faible,le plus faible d'ailleurs de Danny Boyle,qui a pourtant signés quelques oeuvres navrantes;Sauf que d'habitude,le réalisateur,rompu à MTV,s'en sortait par une mise en scène attractive et recherchée.Pas ici.""Petits meurtres entre amis""(1996)se présente comme un road-movie aux accents romantiques,avec une pointe de fantastique.Un mélange bancal,torpillé par un scénario bâclé,improbable et peu regardant.Un balayeur et la fille de son patron s'enfuient,alors qu'on ne sait pas trop s'il s'agit d'un enlèvement,d'une cavale ou d'une volonté de chacun.Bien sûr,ils n'ont que peu de points communs,et bien sûr ils vont prendre goût à l'amour en fuite...Ewan Mc Gregor,pleurnichard et Cameron Diaz,bécasse,ont assez peu d'alchimie et peuvent tous les 2 prétendre au titre de la coupe de cheveux la plus moche du siècle dernier!Danny Boyle tente de nous attirer par des effets de manche,mais il rate à peu près tout,le braquage de banque (expédié),la scène de danse(vulgaire)ou la cascade automobile(aux trucages voyants).Seule son petit film d'animation final,en stop-motion,donne la pêche.Un carnage.",0
un film pas drôle. Le début était moyen mais la fin est bâclée.,0
"J'ai rigolé mais ce n'est pas la comédie de l'année. L'humour est lourd, américain quoi. Dwayne Johnson n'est pas mal en comique ancré et bloqué dans les 90s, ça en devient lourd là aussi. Il est rejoint par les acteurs et actrices comiques du moment. Le film est un peu longuet",0
"Un vrai film de Noël avec son flot de bons sentiments, sa ""magie"", ses musiques et son côté idéal et bisounours mais surtout avec ses défauts, ses facilités, son histoire (trop) simple et ses enfants à la fois adorables et détestables. Le véritable point positif est sans nul doute la présence de Leslie Nielsen, loin de ses rôles comiques, mais tout de même très agréable en si peu de minutes d'apparence !!",0
"Le film Gabriel retrace assez fidèlement l'histoire du combat entre le bien et le mal... L'histoire des Archanges et anges déchus. Je ne l'ai payé que 10 euros. Il est sympas à visionner. La réalisatrice a dut tenter certains plans, etc... Pour voir si ça faisait bien je pense... Aucun affrontement ressemble à un autre sur le plan style de combat, manière fimée, etc...",1
"Merde ! Un putain de chef d'oeuvre qui décuple à chaque instant les possibilités du cinéma, une voltige orgasmique qui se vit seconde après seconde, image par image, plan par plan. C'est bien simple : Holy Motors est tout sauf du non-cinéma, confirmant presque par lassitude la virtuosité unique de Leos Carax. L'acteur déjà : Denis Lavant, précédé par Alex et ses bluettes parisiennes, son corps explosif, son visage irrégulier, sa ventriloquence , ses performances scéniques échappées d'un Beau Travail, son amour pour la pantomime, les monstres assoiffés de freaks et les cigarettes. Un génie, bloody guy qui planche son texte à coups de pioche et son body gloupide à coups de poumons. Rien que pour sa présence Holy Motors se regarde avec un pied du feu de dieu, présence accouplée à des couleurs, des décors, des costumes, des femmes à tomber, des morts à déterrer et surtout un personnage pluriel, déclinaison délicieuse du cinéma et ses archétypes : héros multiple incarnant l'amour du Septième Art au delà de sa simple mise en abîme. Holy Motors transcende son concept pour mieux nous rappeler que la poésie n'est pas réservée à la littérature et à la peinture : voilà le meilleur film de l'année 2012, doigt d'honneur anarchiste qui prouve que les Michel Poiccard et autres Ferdinand ne sont pas encore tout à fait morts. L'avant-garde dans toute sa splendeur et sa générosité : Leos Carax, à qui l'on souhaitera Merde encore un bon moment...",1
"Les bides se suivent et se ressemblent pour Jean-Pierre Mocky. Après son désastreux (ou pitoyable) Le Deal qui bénéficiait d’une sortie technique au mois de mars dernier, il revient sur le devant de la scène avec 13 French Street, un polar en perte de vitesse dès le début du générique, avec une trame inintéressante. Malgré un casting assez intéressant, Tom Novembre, Thierry Frémont, Léa Seydoux, Bruno Solo & Nancy Tate nous ennuient et sont loin de nous captiver. Ajoutez à cela une B.O catastrophique et qui n’a pas sa place au sein du film. Réalisé de manière étrange, les acteurs se retrouvent à maintes reprises surexposés à la lumière, le tout filmé d’une façon peu commune. Décidemment, ce n’est pas cette fois-ci que Jean-Pierre Mocky arrivera à nous satisfaire ou encore à nous surprendre. Son dernier film (tout comme son précédent) étant bon à jeter, il serait temps qu’il prenne un peu de repos ou qu’il passe à autre chose !",0
"Le père est joué par Ryan Reynolds, le beau gosse de ""La proposition"", comédie romantique avec Sandra Bullock, mais il a surtout réussi à nous tenir en haleine dans “Buried”, en tant que rôle principal qui se trouve enterré avec pour seul compagnon son portable. Cette fois-ci, exit ce côté lisse, nous le retrouvons en père de famille brisé suite à l'enlèvement de sa fille, enlèvement que sa femme ne manquera pas de lui reprocher et ce, malgré l'amour qu'ils se portent. Huit ans après la disparition de l'enfant, des indices resurgissent, serait-elle encore en vie? Le réalisateur laisse peser une ambiance lourde. Il n'hésite pas à nous emmener de Flash-backs à aujourd'hui et vice versa, il nous malmène presque ...(lire la suite sur le blog)",1
"J’avoue être assez fan du cinéma de Johnnie To de cet époque mais là, je ne sais pas vraiment pourquoi, mais le charme ne prend pas. Pourtant, les personnages de Johnnie To n’ont jamais brillé par leur charisme et les intrigues par leur inventivité, seulement voilà, jusqu’alors c’est la maestria de la réalisation qui faisait toute la différence. Là, ça n’a pas marché. Je suis resté en dehors, et je ne peux m’empêcher de voir ce film comme une coquille, certes pas si laide que ça, mais quand même assez inintéressante.",0
"PARIS - Le meurtre très médiatisé d'un banquier français aux mains de sa maîtresse se transforme en une affaire prétentieuse (Une histoire d'amour), le long métrage de l'actrice-cinéaste Hélène Fillieres. Basé sur un roman de Régis Jauffret - lui-même inspiré par l'assassinat de magnat financier Edouard Stern - ce mélange impressionniste de drame artificiel n'est pas la meilleure vitrine pour Laetitia Casta et Benoît Poelvoorde, et devrait atterrir en fin de soirée sur le câble après un communiqué modeste Derrière la caméra, H Fillieres (Vénus Beauté Institut) reste proche de la prose stylisée du roman original, mais à un tel point qu'il nya plus de récit . La motivation du personnage, ainsi que la logique, sont souvent jetés par la fenêtre en faveur d'un tête-à-tête de plus en plus confus (ou tout autre partie du corps à toute autre partie du corps) entre deux personnes qui traitent les uns les autres comme des godes humains. Hélas, on ne tente jamais vraiment d'expliquer le pourquoi et le comment. C'est particulièrement frustrant quand il s'agit du role principal. H Fillieres avait peut-être espoir de montrer que peu importe les circonstances , ils étaient en fait amoureux, après tout. Malheureusement, il y a peu de preuves - ou de sentiments authentiques à l'écran, et les décors ultra-haut de gamme font penser que la seule chose dont ces deux personnes étaient vraiment amoureux c'etait en fait leur propre compte en banque. Dans ce cas, ils ont peut-être eu le film qu'ils méritent. 1.5/5",0
"Un des meilleurs films d'épouvantes de tous temps. Candyman a marqué son époque par sa bande-son inoubliable. La réalisation, le scénario et le casting sont superbes. Tony Todd est absolument terrifiant! A voir absolument.",1
"un film magnifique et d'une énergie folle qui dresse finement le portrait de femmes fortes et hautes en couleur, sans stéréotypes.",1
"je suis charmée par ce très joli conte, une histoire tout simple, mais très agréable. Les acteurs sont très justes.",1
"L’histoire d’un homme hors norme qui a inspiré une nation contre toute attente et a changé la face du monde. Gary Oldman est totalement méconnaissable dans son rôle, c’est bluffant. J’aime bien l’idée de se focaliser sur une période très courte de la vie d’un homme plutôt que d’essayer de condenser la vie d’une personne en 2 heures. Un film passionnant.",1
"Prenez Sunshine, mélangez le avec un peu d'Abyss, puis retirez-en tout ce qui vous a plus...et vous obtenez Solaris.... Alors bien sûr, les plus intellectuels (les ""vrais"" cinéphiles"") verront, à raison, une mise en image de questions existentielles comme ""Peut-on vivre après la mort de son Grand Amour"", ou ""Que ferions-nous si nos souvenirs pouvait reprendre vie ?""...mais, mettons les pieds dans le plat sans plus attendre, il faut bien avouer qu'on s'ennuie pendant 1h30 (seulement !!!! heureusement.... Il ne se passe rien, les plans sont lents, la musique (ou plutôt l'ambiance musicale) a l'avantage (mais donc l'inconvénient aussi) de coller parfaitement au récit... le scénario proposent bien quelques rebondissements (d'où la note de 1,5), mais rien qui ne vous fasse décoller de votre siège... Si vous êtes fan de science-fiction, passez votre chemin, vous serez comme moi, d'abord déçu, puis ensuite vous vous demanderez ""Pourquoi une station spatiale ? Pourquoi un ""soleil"" bleu ? Pourquoi... Si vous avez du temps à perdre ou que vous êtes amoureuse de Georges Clooney, alors, appuyez sur ""play"" et bon courage...",0
"C'est beau, effrayant et émouvant. On ressort de ce film bizarrement plutôt heureux. Et avec l'envie d'arrêter de sortir avec des pauvres mecs. Merci Ari !",1
